PARTITION 3 1 5 12000 1758

PARTITION 3 2 5 11975 1505

PARTITION 3 3 5 12141 1704

PARTITION 4 1 5 35338 4492

PARTITION 4 2 5 35339 3205

PARTITION 4 3 5 36021 2861
