PARTITION 3 1 7 12000 1670


PARTITION 3 2 7 11979 1664


PARTITION 3 3 7 12051 2024



PARTITION 4 1 7 35338 4552


PARTITION 4 2 7 35348 2277


PARTITION 4 3 7 36023 2724
